CUPS;Fecha;Hora;Consumo_KWh;Metodo_obtencion
ES0022000004433403RW1P;11/09/2024;16;0,387;R
ES0022000004433403RW1P;11/09/2024;17;0,274;R
ES0022000004433403RW1P;11/09/2024;18;0,238;R
ES0022000004433403RW1P;11/09/2024;19;0,195;R
ES0022000004433403RW1P;11/09/2024;20;0,181;R
ES0022000004433403RW1P;11/09/2024;21;1,148;R
ES0022000004433403RW1P;11/09/2024;22;1,282;R
ES0022000004433403RW1P;11/09/2024;23;0,814;R
ES0022000004433403RW1P;11/09/2024;24;0,254;R
ES0022000004433403RW1P;12/09/2024;1;0,207;R
ES0022000004433403RW1P;12/09/2024;2;0,114;R
ES0022000004433403RW1P;12/09/2024;3;0,131;R
ES0022000004433403RW1P;12/09/2024;4;0,113;R
ES0022000004433403RW1P;12/09/2024;5;0,107;R
ES0022000004433403RW1P;12/09/2024;6;0,206;R
ES0022000004433403RW1P;12/09/2024;7;0,128;R
ES0022000004433403RW1P;12/09/2024;8;0,265;R
ES0022000004433403RW1P;12/09/2024;9;0,303;R
ES0022000004433403RW1P;12/09/2024;10;0,216;R
ES0022000004433403RW1P;12/09/2024;11;0,246;R
ES0022000004433403RW1P;12/09/2024;12;0,226;R
ES0022000004433403RW1P;12/09/2024;13;0,236;R
ES0022000004433403RW1P;12/09/2024;14;1,996;R
ES0022000004433403RW1P;12/09/2024;15;0,921;R
ES0022000004433403RW1P;12/09/2024;16;0,455;R
ES0022000004433403RW1P;12/09/2024;17;0,439;R
ES0022000004433403RW1P;12/09/2024;18;0,334;R
ES0022000004433403RW1P;12/09/2024;19;0,372;R
ES0022000004433403RW1P;12/09/2024;20;0,334;R
ES0022000004433403RW1P;12/09/2024;21;0,585;R
ES0022000004433403RW1P;12/09/2024;22;0,382;R
ES0022000004433403RW1P;12/09/2024;23;0,346;R
ES0022000004433403RW1P;12/09/2024;24;0,195;R
ES0022000004433403RW1P;13/09/2024;1;0,213;R
ES0022000004433403RW1P;13/09/2024;2;0,187;R
ES0022000004433403RW1P;13/09/2024;3;0,135;R
ES0022000004433403RW1P;13/09/2024;4;0,115;R
ES0022000004433403RW1P;13/09/2024;5;0,132;R
ES0022000004433403RW1P;13/09/2024;6;0,108;R
ES0022000004433403RW1P;13/09/2024;7;0,128;R
ES0022000004433403RW1P;13/09/2024;8;0,118;R
ES0022000004433403RW1P;13/09/2024;9;0,349;R
ES0022000004433403RW1P;13/09/2024;10;0,506;R
ES0022000004433403RW1P;13/09/2024;11;0,351;R
ES0022000004433403RW1P;13/09/2024;12;1,031;R
ES0022000004433403RW1P;13/09/2024;13;1,823;R
ES0022000004433403RW1P;13/09/2024;14;1,179;R
ES0022000004433403RW1P;13/09/2024;15;0,825;R
ES0022000004433403RW1P;13/09/2024;16;0,563;R
ES0022000004433403RW1P;13/09/2024;17;0,189;R
ES0022000004433403RW1P;13/09/2024;18;0,136;R
ES0022000004433403RW1P;13/09/2024;19;0,142;R
ES0022000004433403RW1P;13/09/2024;20;0,134;R
ES0022000004433403RW1P;13/09/2024;21;0,124;R
ES0022000004433403RW1P;13/09/2024;22;0,135;R
ES0022000004433403RW1P;13/09/2024;23;0,949;R
ES0022000004433403RW1P;13/09/2024;24;1,135;R
ES0022000004433403RW1P;14/09/2024;1;0,802;R
ES0022000004433403RW1P;14/09/2024;2;0,291;R
ES0022000004433403RW1P;14/09/2024;3;0,158;R
ES0022000004433403RW1P;14/09/2024;4;0,124;R
ES0022000004433403RW1P;14/09/2024;5;0,121;R
ES0022000004433403RW1P;14/09/2024;6;0,129;R
ES0022000004433403RW1P;14/09/2024;7;0,125;R
ES0022000004433403RW1P;14/09/2024;8;0,123;R
ES0022000004433403RW1P;14/09/2024;9;0,121;R
ES0022000004433403RW1P;14/09/2024;10;0,278;R
ES0022000004433403RW1P;14/09/2024;11;1,225;R
ES0022000004433403RW1P;14/09/2024;12;0,849;R
ES0022000004433403RW1P;14/09/2024;13;0,286;R
ES0022000004433403RW1P;14/09/2024;14;1,541;R
ES0022000004433403RW1P;14/09/2024;15;1,116;R
ES0022000004433403RW1P;14/09/2024;16;0,793;R
ES0022000004433403RW1P;14/09/2024;17;1,191;R
ES0022000004433403RW1P;14/09/2024;18;0,872;R
ES0022000004433403RW1P;14/09/2024;19;0,516;R
ES0022000004433403RW1P;14/09/2024;20;0,415;R
ES0022000004433403RW1P;14/09/2024;21;1,117;R
ES0022000004433403RW1P;14/09/2024;22;1,141;R
ES0022000004433403RW1P;14/09/2024;23;0,451;R
ES0022000004433403RW1P;14/09/2024;24;0,282;R
ES0022000004433403RW1P;15/09/2024;1;0,210;R
ES0022000004433403RW1P;15/09/2024;2;0,167;R
ES0022000004433403RW1P;15/09/2024;3;0,132;R
ES0022000004433403RW1P;15/09/2024;4;0,136;R
ES0022000004433403RW1P;15/09/2024;5;0,133;R
ES0022000004433403RW1P;15/09/2024;6;0,126;R
ES0022000004433403RW1P;15/09/2024;7;0,122;R
ES0022000004433403RW1P;15/09/2024;8;0,245;R
ES0022000004433403RW1P;15/09/2024;9;0,215;R
ES0022000004433403RW1P;15/09/2024;10;0,354;R
ES0022000004433403RW1P;15/09/2024;11;0,295;R
ES0022000004433403RW1P;15/09/2024;12;0,211;R
ES0022000004433403RW1P;15/09/2024;13;0,181;R
ES0022000004433403RW1P;15/09/2024;14;0,138;R
ES0022000004433403RW1P;15/09/2024;15;0,139;R
ES0022000004433403RW1P;15/09/2024;16;0,483;R
ES0022000004433403RW1P;15/09/2024;17;0,357;R
ES0022000004433403RW1P;15/09/2024;18;1,248;R
ES0022000004433403RW1P;15/09/2024;19;0,935;R
ES0022000004433403RW1P;15/09/2024;20;0,483;R
ES0022000004433403RW1P;15/09/2024;21;0,548;R
ES0022000004433403RW1P;15/09/2024;22;0,801;R
ES0022000004433403RW1P;15/09/2024;23;0,427;R
ES0022000004433403RW1P;15/09/2024;24;0,321;R
ES0022000004433403RW1P;16/09/2024;1;0,278;R
ES0022000004433403RW1P;16/09/2024;2;0,154;R
ES0022000004433403RW1P;16/09/2024;3;0,122;R
ES0022000004433403RW1P;16/09/2024;4;0,139;R
ES0022000004433403RW1P;16/09/2024;5;0,115;R
ES0022000004433403RW1P;16/09/2024;6;0,131;R
ES0022000004433403RW1P;16/09/2024;7;0,120;R
ES0022000004433403RW1P;16/09/2024;8;0,149;R
ES0022000004433403RW1P;16/09/2024;9;0,397;R
ES0022000004433403RW1P;16/09/2024;10;0,415;R
ES0022000004433403RW1P;16/09/2024;11;0,426;R
ES0022000004433403RW1P;16/09/2024;12;0,911;R
ES0022000004433403RW1P;16/09/2024;13;0,794;R
ES0022000004433403RW1P;16/09/2024;14;0,831;R
ES0022000004433403RW1P;16/09/2024;15;1,124;R
ES0022000004433403RW1P;16/09/2024;16;0,439;R
ES0022000004433403RW1P;16/09/2024;17;0,411;R
ES0022000004433403RW1P;16/09/2024;18;0,340;R
ES0022000004433403RW1P;16/09/2024;19;0,390;R
ES0022000004433403RW1P;16/09/2024;20;0,452;R
ES0022000004433403RW1P;16/09/2024;21;1,740;R
ES0022000004433403RW1P;16/09/2024;22;0,961;R
ES0022000004433403RW1P;16/09/2024;23;0,396;R
ES0022000004433403RW1P;16/09/2024;24;0,430;R
ES0022000004433403RW1P;17/09/2024;1;0,169;R
ES0022000004433403RW1P;17/09/2024;2;0,143;R
ES0022000004433403RW1P;17/09/2024;3;0,205;R
ES0022000004433403RW1P;17/09/2024;4;0,179;R
ES0022000004433403RW1P;17/09/2024;5;0,142;R
ES0022000004433403RW1P;17/09/2024;6;0,133;R
ES0022000004433403RW1P;17/09/2024;7;0,130;R
ES0022000004433403RW1P;17/09/2024;8;0,254;R
ES0022000004433403RW1P;17/09/2024;9;0,358;R
ES0022000004433403RW1P;17/09/2024;10;0,286;R
ES0022000004433403RW1P;17/09/2024;11;1,121;R
ES0022000004433403RW1P;17/09/2024;12;0,810;R
ES0022000004433403RW1P;17/09/2024;13;0,462;R
ES0022000004433403RW1P;17/09/2024;14;0,443;R
ES0022000004433403RW1P;17/09/2024;15;0,436;R
ES0022000004433403RW1P;17/09/2024;16;0,411;R
ES0022000004433403RW1P;17/09/2024;17;0,398;R
ES0022000004433403RW1P;17/09/2024;18;0,359;R
ES0022000004433403RW1P;17/09/2024;19;0,349;R
ES0022000004433403RW1P;17/09/2024;20;0,351;R
ES0022000004433403RW1P;17/09/2024;21;0,739;R
ES0022000004433403RW1P;17/09/2024;22;0,512;R
ES0022000004433403RW1P;17/09/2024;23;0,452;R
ES0022000004433403RW1P;17/09/2024;24;0,224;R
ES0022000004433403RW1P;18/09/2024;1;0,169;R
ES0022000004433403RW1P;18/09/2024;2;0,134;R
ES0022000004433403RW1P;18/09/2024;3;0,130;R
ES0022000004433403RW1P;18/09/2024;4;0,119;R
ES0022000004433403RW1P;18/09/2024;5;0,115;R
ES0022000004433403RW1P;18/09/2024;6;0,122;R
ES0022000004433403RW1P;18/09/2024;7;0,124;R
ES0022000004433403RW1P;18/09/2024;8;0,304;R
ES0022000004433403RW1P;18/09/2024;9;0,366;R
ES0022000004433403RW1P;18/09/2024;10;0,251;R
ES0022000004433403RW1P;18/09/2024;11;0,367;R
ES0022000004433403RW1P;18/09/2024;12;0,782;R
ES0022000004433403RW1P;18/09/2024;13;0,605;R
ES0022000004433403RW1P;18/09/2024;14;0,195;R
ES0022000004433403RW1P;18/09/2024;15;0,405;R
ES0022000004433403RW1P;18/09/2024;16;0,402;R
ES0022000004433403RW1P;18/09/2024;17;0,346;R
ES0022000004433403RW1P;18/09/2024;18;0,350;R
ES0022000004433403RW1P;18/09/2024;19;0,343;R
ES0022000004433403RW1P;18/09/2024;20;0,301;R
ES0022000004433403RW1P;18/09/2024;21;0,634;R
ES0022000004433403RW1P;18/09/2024;22;0,845;R
ES0022000004433403RW1P;18/09/2024;23;0,372;R
ES0022000004433403RW1P;18/09/2024;24;0,296;R
ES0022000004433403RW1P;19/09/2024;1;0,230;R
ES0022000004433403RW1P;19/09/2024;2;0,185;R
ES0022000004433403RW1P;19/09/2024;3;0,135;R
ES0022000004433403RW1P;19/09/2024;4;0,109;R
ES0022000004433403RW1P;19/09/2024;5;0,179;R
ES0022000004433403RW1P;19/09/2024;6;0,174;R
ES0022000004433403RW1P;19/09/2024;7;0,129;R
ES0022000004433403RW1P;19/09/2024;8;0,142;R
ES0022000004433403RW1P;19/09/2024;9;0,346;R
ES0022000004433403RW1P;19/09/2024;10;0,509;R
ES0022000004433403RW1P;19/09/2024;11;0,305;R
ES0022000004433403RW1P;19/09/2024;12;0,242;R
ES0022000004433403RW1P;19/09/2024;13;0,172;R
ES0022000004433403RW1P;19/09/2024;14;0,412;R
