CUPS;Fecha;Hora;Consumo_KWh;Metodo_obtencion
ES0022000004433403RW1P;23/05/2022;18;0,195;R
ES0022000004433403RW1P;23/05/2022;19;0,145;R
ES0022000004433403RW1P;23/05/2022;20;0,134;R
ES0022000004433403RW1P;23/05/2022;21;1,035;R
ES0022000004433403RW1P;23/05/2022;22;0,349;R
ES0022000004433403RW1P;23/05/2022;23;0,315;R
ES0022000004433403RW1P;23/05/2022;24;0,213;R
ES0022000004433403RW1P;24/05/2022;1;0,169;R
ES0022000004433403RW1P;24/05/2022;2;0,144;R
ES0022000004433403RW1P;24/05/2022;3;0,105;R
ES0022000004433403RW1P;24/05/2022;4;0,139;R
ES0022000004433403RW1P;24/05/2022;5;0,098;R
ES0022000004433403RW1P;24/05/2022;6;0,224;R
ES0022000004433403RW1P;24/05/2022;7;0,242;R
ES0022000004433403RW1P;24/05/2022;8;0,165;R
ES0022000004433403RW1P;24/05/2022;9;0,170;R
ES0022000004433403RW1P;24/05/2022;10;0,225;R
ES0022000004433403RW1P;24/05/2022;11;0,348;R
ES0022000004433403RW1P;24/05/2022;12;0,318;R
ES0022000004433403RW1P;24/05/2022;13;0,454;R
ES0022000004433403RW1P;24/05/2022;14;0,976;R
ES0022000004433403RW1P;24/05/2022;15;0,674;R
ES0022000004433403RW1P;24/05/2022;16;0,278;R
ES0022000004433403RW1P;24/05/2022;17;0,260;R
ES0022000004433403RW1P;24/05/2022;18;0,328;R
ES0022000004433403RW1P;24/05/2022;19;0,383;R
ES0022000004433403RW1P;24/05/2022;20;0,324;R
ES0022000004433403RW1P;24/05/2022;21;0,906;R
ES0022000004433403RW1P;24/05/2022;22;0,369;R
ES0022000004433403RW1P;24/05/2022;23;0,239;R
ES0022000004433403RW1P;24/05/2022;24;0,241;R
ES0022000004433403RW1P;25/05/2022;1;0,121;R
ES0022000004433403RW1P;25/05/2022;2;0,126;R
ES0022000004433403RW1P;25/05/2022;3;0,120;R
ES0022000004433403RW1P;25/05/2022;4;0,111;R
ES0022000004433403RW1P;25/05/2022;5;0,119;R
ES0022000004433403RW1P;25/05/2022;6;0,109;R
ES0022000004433403RW1P;25/05/2022;7;0,355;R
ES0022000004433403RW1P;25/05/2022;8;0,210;R
ES0022000004433403RW1P;25/05/2022;9;0,180;R
ES0022000004433403RW1P;25/05/2022;10;0,339;R
ES0022000004433403RW1P;25/05/2022;11;0,644;R
ES0022000004433403RW1P;25/05/2022;12;0,457;R
ES0022000004433403RW1P;25/05/2022;13;0,500;R
ES0022000004433403RW1P;25/05/2022;14;0,427;R
ES0022000004433403RW1P;25/05/2022;15;0,252;R
ES0022000004433403RW1P;25/05/2022;16;0,284;R
ES0022000004433403RW1P;25/05/2022;17;0,210;R
ES0022000004433403RW1P;25/05/2022;18;0,292;R
ES0022000004433403RW1P;25/05/2022;19;0,359;R
ES0022000004433403RW1P;25/05/2022;20;1,166;R
ES0022000004433403RW1P;25/05/2022;21;1,119;R
ES0022000004433403RW1P;25/05/2022;22;0,270;R
ES0022000004433403RW1P;25/05/2022;23;0,183;R
ES0022000004433403RW1P;25/05/2022;24;0,192;R
ES0022000004433403RW1P;26/05/2022;1;0,142;R
ES0022000004433403RW1P;26/05/2022;2;0,111;R
ES0022000004433403RW1P;26/05/2022;3;0,112;R
ES0022000004433403RW1P;26/05/2022;4;0,125;R
ES0022000004433403RW1P;26/05/2022;5;0,102;R
ES0022000004433403RW1P;26/05/2022;6;0,127;R
ES0022000004433403RW1P;26/05/2022;7;0,219;R
ES0022000004433403RW1P;26/05/2022;8;0,174;R
ES0022000004433403RW1P;26/05/2022;9;0,213;R
ES0022000004433403RW1P;26/05/2022;10;0,579;R
ES0022000004433403RW1P;26/05/2022;11;0,551;R
ES0022000004433403RW1P;26/05/2022;12;0,477;R
ES0022000004433403RW1P;26/05/2022;13;0,296;R
ES0022000004433403RW1P;26/05/2022;14;0,245;R
ES0022000004433403RW1P;26/05/2022;15;0,266;R
ES0022000004433403RW1P;26/05/2022;16;0,270;R
ES0022000004433403RW1P;26/05/2022;17;0,247;R
ES0022000004433403RW1P;26/05/2022;18;0,232;R
ES0022000004433403RW1P;26/05/2022;19;0,266;R
ES0022000004433403RW1P;26/05/2022;20;0,283;R
ES0022000004433403RW1P;26/05/2022;21;0,827;R
ES0022000004433403RW1P;26/05/2022;22;1,236;R
ES0022000004433403RW1P;26/05/2022;23;0,886;R
ES0022000004433403RW1P;26/05/2022;24;0,201;R
ES0022000004433403RW1P;27/05/2022;1;0,151;R
ES0022000004433403RW1P;27/05/2022;2;0,109;R
ES0022000004433403RW1P;27/05/2022;3;0,118;R
ES0022000004433403RW1P;27/05/2022;4;0,123;R
ES0022000004433403RW1P;27/05/2022;5;0,117;R
ES0022000004433403RW1P;27/05/2022;6;0,110;R
ES0022000004433403RW1P;27/05/2022;7;0,254;R
ES0022000004433403RW1P;27/05/2022;8;0,155;R
ES0022000004433403RW1P;27/05/2022;9;0,158;R
ES0022000004433403RW1P;27/05/2022;10;0,304;R
ES0022000004433403RW1P;27/05/2022;11;0,806;R
ES0022000004433403RW1P;27/05/2022;12;0,611;R
ES0022000004433403RW1P;27/05/2022;13;0,740;R
ES0022000004433403RW1P;27/05/2022;14;0,491;R
ES0022000004433403RW1P;27/05/2022;15;0,273;R
ES0022000004433403RW1P;27/05/2022;16;0,272;R
ES0022000004433403RW1P;27/05/2022;17;0,262;R
ES0022000004433403RW1P;27/05/2022;18;0,268;R
ES0022000004433403RW1P;27/05/2022;19;0,389;R
ES0022000004433403RW1P;27/05/2022;20;0,430;R
ES0022000004433403RW1P;27/05/2022;21;0,325;R
ES0022000004433403RW1P;27/05/2022;22;0,404;R
ES0022000004433403RW1P;27/05/2022;23;1,022;R
ES0022000004433403RW1P;27/05/2022;24;0,491;R
ES0022000004433403RW1P;28/05/2022;1;0,304;R
ES0022000004433403RW1P;28/05/2022;2;0,316;R
ES0022000004433403RW1P;28/05/2022;3;0,336;R
ES0022000004433403RW1P;28/05/2022;4;0,245;R
ES0022000004433403RW1P;28/05/2022;5;0,241;R
ES0022000004433403RW1P;28/05/2022;6;0,231;R
ES0022000004433403RW1P;28/05/2022;7;0,230;R
ES0022000004433403RW1P;28/05/2022;8;0,243;R
ES0022000004433403RW1P;28/05/2022;9;0,247;R
ES0022000004433403RW1P;28/05/2022;10;0,630;R
ES0022000004433403RW1P;28/05/2022;11;1,566;R
ES0022000004433403RW1P;28/05/2022;12;0,344;R
ES0022000004433403RW1P;28/05/2022;13;0,903;R
ES0022000004433403RW1P;28/05/2022;14;0,778;R
ES0022000004433403RW1P;28/05/2022;15;0,218;R
ES0022000004433403RW1P;28/05/2022;16;0,105;R
ES0022000004433403RW1P;28/05/2022;17;0,112;R
ES0022000004433403RW1P;28/05/2022;18;0,121;R
ES0022000004433403RW1P;28/05/2022;19;0,178;R
ES0022000004433403RW1P;28/05/2022;20;0,147;R
ES0022000004433403RW1P;28/05/2022;21;0,153;R
ES0022000004433403RW1P;28/05/2022;22;0,633;R
ES0022000004433403RW1P;28/05/2022;23;0,351;R
ES0022000004433403RW1P;28/05/2022;24;0,224;R
ES0022000004433403RW1P;29/05/2022;1;0,201;R
ES0022000004433403RW1P;29/05/2022;2;0,272;R
ES0022000004433403RW1P;29/05/2022;3;0,156;R
ES0022000004433403RW1P;29/05/2022;4;0,141;R
ES0022000004433403RW1P;29/05/2022;5;0,137;R
ES0022000004433403RW1P;29/05/2022;6;0,197;R
ES0022000004433403RW1P;29/05/2022;7;0,186;R
ES0022000004433403RW1P;29/05/2022;8;0,155;R
ES0022000004433403RW1P;29/05/2022;9;0,149;R
ES0022000004433403RW1P;29/05/2022;10;0,224;R
ES0022000004433403RW1P;29/05/2022;11;0,421;R
ES0022000004433403RW1P;29/05/2022;12;0,258;R
ES0022000004433403RW1P;29/05/2022;13;0,128;R
ES0022000004433403RW1P;29/05/2022;14;0,122;R
ES0022000004433403RW1P;29/05/2022;15;0,269;R
ES0022000004433403RW1P;29/05/2022;16;0,404;R
ES0022000004433403RW1P;29/05/2022;17;0,232;R
ES0022000004433403RW1P;29/05/2022;18;0,288;R
ES0022000004433403RW1P;29/05/2022;19;0,205;R
ES0022000004433403RW1P;29/05/2022;20;0,370;R
ES0022000004433403RW1P;29/05/2022;21;0,828;R
ES0022000004433403RW1P;29/05/2022;22;1,151;R
ES0022000004433403RW1P;29/05/2022;23;0,700;R
ES0022000004433403RW1P;29/05/2022;24;0,263;R
ES0022000004433403RW1P;30/05/2022;1;0,237;R
ES0022000004433403RW1P;30/05/2022;2;0,137;R
ES0022000004433403RW1P;30/05/2022;3;0,133;R
ES0022000004433403RW1P;30/05/2022;4;0,128;R
ES0022000004433403RW1P;30/05/2022;5;0,221;R
ES0022000004433403RW1P;30/05/2022;6;0,142;R
ES0022000004433403RW1P;30/05/2022;7;0,279;R
ES0022000004433403RW1P;30/05/2022;8;0,193;R
ES0022000004433403RW1P;30/05/2022;9;0,214;R
ES0022000004433403RW1P;30/05/2022;10;0,144;R
ES0022000004433403RW1P;30/05/2022;11;0,169;R
ES0022000004433403RW1P;30/05/2022;12;0,301;R
ES0022000004433403RW1P;30/05/2022;13;0,260;R
ES0022000004433403RW1P;30/05/2022;14;0,281;R
ES0022000004433403RW1P;30/05/2022;15;0,319;R
ES0022000004433403RW1P;30/05/2022;16;0,309;R
ES0022000004433403RW1P;30/05/2022;17;0,332;R
ES0022000004433403RW1P;30/05/2022;18;0,346;R
ES0022000004433403RW1P;30/05/2022;19;0,294;R
ES0022000004433403RW1P;30/05/2022;20;0,819;R
ES0022000004433403RW1P;30/05/2022;21;0,717;R
ES0022000004433403RW1P;30/05/2022;22;0,870;R
ES0022000004433403RW1P;30/05/2022;23;0,768;R
ES0022000004433403RW1P;30/05/2022;24;0,443;R
ES0022000004433403RW1P;31/05/2022;1;0,166;R
ES0022000004433403RW1P;31/05/2022;2;0,143;R
ES0022000004433403RW1P;31/05/2022;3;0,123;R
ES0022000004433403RW1P;31/05/2022;4;0,136;R
ES0022000004433403RW1P;31/05/2022;5;0,116;R
ES0022000004433403RW1P;31/05/2022;6;0,133;R
ES0022000004433403RW1P;31/05/2022;7;0,276;R
ES0022000004433403RW1P;31/05/2022;8;0,188;R
ES0022000004433403RW1P;31/05/2022;9;0,183;R
ES0022000004433403RW1P;31/05/2022;10;0,233;R
ES0022000004433403RW1P;31/05/2022;11;0,754;R
ES0022000004433403RW1P;31/05/2022;12;0,457;R
ES0022000004433403RW1P;31/05/2022;13;0,365;R
ES0022000004433403RW1P;31/05/2022;14;0,465;R
ES0022000004433403RW1P;31/05/2022;15;0,264;R
ES0022000004433403RW1P;31/05/2022;16;0,239;R
ES0022000004433403RW1P;31/05/2022;17;0,252;R
ES0022000004433403RW1P;31/05/2022;18;0,229;R
ES0022000004433403RW1P;31/05/2022;19;0,226;R
ES0022000004433403RW1P;31/05/2022;20;0,281;R
ES0022000004433403RW1P;31/05/2022;21;1,116;R
ES0022000004433403RW1P;31/05/2022;22;0,851;R
ES0022000004433403RW1P;31/05/2022;23;1,132;R
ES0022000004433403RW1P;31/05/2022;24;0,679;R
ES0022000004433403RW1P;01/06/2022;1;0,181;R
ES0022000004433403RW1P;01/06/2022;2;0,143;R
ES0022000004433403RW1P;01/06/2022;3;0,126;R
ES0022000004433403RW1P;01/06/2022;4;0,123;R
ES0022000004433403RW1P;01/06/2022;5;0,122;R
ES0022000004433403RW1P;01/06/2022;6;0,124;R
ES0022000004433403RW1P;01/06/2022;7;0,261;R
ES0022000004433403RW1P;01/06/2022;8;0,173;R
ES0022000004433403RW1P;01/06/2022;9;0,293;R
ES0022000004433403RW1P;01/06/2022;10;0,152;R
ES0022000004433403RW1P;01/06/2022;11;0,146;R
ES0022000004433403RW1P;01/06/2022;12;0,224;R
ES0022000004433403RW1P;01/06/2022;13;0,254;R
ES0022000004433403RW1P;01/06/2022;14;0,267;R
ES0022000004433403RW1P;01/06/2022;15;0,281;R
ES0022000004433403RW1P;01/06/2022;16;0,324;R
ES0022000004433403RW1P;01/06/2022;17;0,272;R
ES0022000004433403RW1P;01/06/2022;18;0,278;R
ES0022000004433403RW1P;01/06/2022;19;0,306;R
ES0022000004433403RW1P;01/06/2022;20;0,658;R
ES0022000004433403RW1P;01/06/2022;21;1,017;R
ES0022000004433403RW1P;01/06/2022;22;0,419;R
ES0022000004433403RW1P;01/06/2022;23;0,321;R
ES0022000004433403RW1P;01/06/2022;24;0,298;R
ES0022000004433403RW1P;02/06/2022;1;0,146;R
ES0022000004433403RW1P;02/06/2022;2;0,128;R
ES0022000004433403RW1P;02/06/2022;3;0,130;R
ES0022000004433403RW1P;02/06/2022;4;0,117;R
ES0022000004433403RW1P;02/06/2022;5;0,228;R
ES0022000004433403RW1P;02/06/2022;6;0,130;R
ES0022000004433403RW1P;02/06/2022;7;0,275;R
ES0022000004433403RW1P;02/06/2022;8;0,185;R
ES0022000004433403RW1P;02/06/2022;9;0,247;R
ES0022000004433403RW1P;02/06/2022;10;0,128;R
ES0022000004433403RW1P;02/06/2022;11;0,166;R
ES0022000004433403RW1P;02/06/2022;12;0,503;R
ES0022000004433403RW1P;02/06/2022;13;0,368;R
ES0022000004433403RW1P;02/06/2022;14;0,276;R
ES0022000004433403RW1P;02/06/2022;15;0,273;R
ES0022000004433403RW1P;02/06/2022;16;0,273;R
ES0022000004433403RW1P;02/06/2022;17;0,322;R
ES0022000004433403RW1P;02/06/2022;18;0,353;R
ES0022000004433403RW1P;02/06/2022;19;0,273;R
ES0022000004433403RW1P;02/06/2022;20;0,304;R
ES0022000004433403RW1P;02/06/2022;21;0,291;R
ES0022000004433403RW1P;02/06/2022;22;0,860;R
ES0022000004433403RW1P;02/06/2022;23;0,914;R
ES0022000004433403RW1P;02/06/2022;24;0,773;R
ES0022000004433403RW1P;03/06/2022;1;0,461;R
ES0022000004433403RW1P;03/06/2022;2;0,160;R
ES0022000004433403RW1P;03/06/2022;3;0,229;R
ES0022000004433403RW1P;03/06/2022;4;0,140;R
ES0022000004433403RW1P;03/06/2022;5;0,124;R
ES0022000004433403RW1P;03/06/2022;6;0,120;R
ES0022000004433403RW1P;03/06/2022;7;0,279;R
ES0022000004433403RW1P;03/06/2022;8;0,180;R
ES0022000004433403RW1P;03/06/2022;9;0,201;R
ES0022000004433403RW1P;03/06/2022;10;0,237;R
ES0022000004433403RW1P;03/06/2022;11;0,282;R
ES0022000004433403RW1P;03/06/2022;12;0,234;R
ES0022000004433403RW1P;03/06/2022;13;0,253;R
ES0022000004433403RW1P;03/06/2022;14;0,618;R
ES0022000004433403RW1P;03/06/2022;15;0,320;R
ES0022000004433403RW1P;03/06/2022;16;0,196;R
ES0022000004433403RW1P;03/06/2022;17;0,197;R
ES0022000004433403RW1P;03/06/2022;18;0,153;R
ES0022000004433403RW1P;03/06/2022;19;0,190;R
ES0022000004433403RW1P;03/06/2022;20;0,175;R
ES0022000004433403RW1P;03/06/2022;21;0,513;R
ES0022000004433403RW1P;03/06/2022;22;1,072;R
ES0022000004433403RW1P;03/06/2022;23;0,913;R
ES0022000004433403RW1P;03/06/2022;24;0,660;R
ES0022000004433403RW1P;04/06/2022;1;0,225;R
ES0022000004433403RW1P;04/06/2022;2;0,188;R
ES0022000004433403RW1P;04/06/2022;3;0,227;R
ES0022000004433403RW1P;04/06/2022;4;0,118;R
ES0022000004433403RW1P;04/06/2022;5;0,120;R
ES0022000004433403RW1P;04/06/2022;6;0,135;R
ES0022000004433403RW1P;04/06/2022;7;0,114;R
ES0022000004433403RW1P;04/06/2022;8;0,119;R
ES0022000004433403RW1P;04/06/2022;9;0,131;R
ES0022000004433403RW1P;04/06/2022;10;0,123;R
ES0022000004433403RW1P;04/06/2022;11;0,201;R
ES0022000004433403RW1P;04/06/2022;12;0,300;R
ES0022000004433403RW1P;04/06/2022;13;0,606;R
ES0022000004433403RW1P;04/06/2022;14;1,049;R
ES0022000004433403RW1P;04/06/2022;15;1,321;R
ES0022000004433403RW1P;04/06/2022;16;1,763;R
ES0022000004433403RW1P;04/06/2022;17;0,703;R
ES0022000004433403RW1P;04/06/2022;18;0,305;R
ES0022000004433403RW1P;04/06/2022;19;1,542;R
ES0022000004433403RW1P;04/06/2022;20;1,544;R
ES0022000004433403RW1P;04/06/2022;21;0,871;R
ES0022000004433403RW1P;04/06/2022;22;0,580;R
ES0022000004433403RW1P;04/06/2022;23;1,063;R
ES0022000004433403RW1P;04/06/2022;24;0,702;R
ES0022000004433403RW1P;05/06/2022;1;0,304;R
ES0022000004433403RW1P;05/06/2022;2;0,333;R
ES0022000004433403RW1P;05/06/2022;3;0,238;R
ES0022000004433403RW1P;05/06/2022;4;0,216;R
ES0022000004433403RW1P;05/06/2022;5;0,281;R
ES0022000004433403RW1P;05/06/2022;6;0,253;R
ES0022000004433403RW1P;05/06/2022;7;0,224;R
ES0022000004433403RW1P;05/06/2022;8;0,220;R
ES0022000004433403RW1P;05/06/2022;9;0,218;R
ES0022000004433403RW1P;05/06/2022;10;0,310;R
ES0022000004433403RW1P;05/06/2022;11;0,370;R
ES0022000004433403RW1P;05/06/2022;12;0,280;R
ES0022000004433403RW1P;05/06/2022;13;0,351;R
ES0022000004433403RW1P;05/06/2022;14;0,371;R
ES0022000004433403RW1P;05/06/2022;15;0,428;R
ES0022000004433403RW1P;05/06/2022;16;0,589;R
ES0022000004433403RW1P;05/06/2022;17;0,418;R
ES0022000004433403RW1P;05/06/2022;18;0,365;R
ES0022000004433403RW1P;05/06/2022;19;0,361;R
ES0022000004433403RW1P;05/06/2022;20;0,351;R
ES0022000004433403RW1P;05/06/2022;21;1,537;R
ES0022000004433403RW1P;05/06/2022;22;0,919;R
ES0022000004433403RW1P;05/06/2022;23;0,349;R
ES0022000004433403RW1P;05/06/2022;24;0,231;R
ES0022000004433403RW1P;06/06/2022;1;0,158;R
ES0022000004433403RW1P;06/06/2022;2;0,142;R
ES0022000004433403RW1P;06/06/2022;3;0,205;R
ES0022000004433403RW1P;06/06/2022;4;0,168;R
ES0022000004433403RW1P;06/06/2022;5;0,133;R
ES0022000004433403RW1P;06/06/2022;6;0,127;R
ES0022000004433403RW1P;06/06/2022;7;0,291;R
ES0022000004433403RW1P;06/06/2022;8;0,258;R
ES0022000004433403RW1P;06/06/2022;9;0,178;R
ES0022000004433403RW1P;06/06/2022;10;0,173;R
ES0022000004433403RW1P;06/06/2022;11;0,280;R
ES0022000004433403RW1P;06/06/2022;12;0,268;R
ES0022000004433403RW1P;06/06/2022;13;0,241;R
ES0022000004433403RW1P;06/06/2022;14;0,314;R
ES0022000004433403RW1P;06/06/2022;15;0,352;R
ES0022000004433403RW1P;06/06/2022;16;0,287;R
ES0022000004433403RW1P;06/06/2022;17;0,255;R
ES0022000004433403RW1P;06/06/2022;18;0,240;R
ES0022000004433403RW1P;06/06/2022;19;0,230;R
ES0022000004433403RW1P;06/06/2022;20;0,293;R
ES0022000004433403RW1P;06/06/2022;21;0,604;R
ES0022000004433403RW1P;06/06/2022;22;0,426;R
ES0022000004433403RW1P;06/06/2022;23;1,161;R
ES0022000004433403RW1P;06/06/2022;24;0,723;R
ES0022000004433403RW1P;07/06/2022;1;0,235;R
ES0022000004433403RW1P;07/06/2022;2;0,174;R
ES0022000004433403RW1P;07/06/2022;3;0,132;R
ES0022000004433403RW1P;07/06/2022;4;0,124;R
ES0022000004433403RW1P;07/06/2022;5;0,120;R
ES0022000004433403RW1P;07/06/2022;6;0,120;R
ES0022000004433403RW1P;07/06/2022;7;0,271;R
ES0022000004433403RW1P;07/06/2022;8;0,210;R
ES0022000004433403RW1P;07/06/2022;9;0,227;R
ES0022000004433403RW1P;07/06/2022;10;0,161;R
ES0022000004433403RW1P;07/06/2022;11;0,139;R
ES0022000004433403RW1P;07/06/2022;12;0,205;R
ES0022000004433403RW1P;07/06/2022;13;0,245;R
ES0022000004433403RW1P;07/06/2022;14;0,291;R
ES0022000004433403RW1P;07/06/2022;15;0,361;R
ES0022000004433403RW1P;07/06/2022;16;0,288;R
ES0022000004433403RW1P;07/06/2022;17;0,251;R
ES0022000004433403RW1P;07/06/2022;18;0,204;R
ES0022000004433403RW1P;07/06/2022;19;0,270;R
ES0022000004433403RW1P;07/06/2022;20;0,334;R
ES0022000004433403RW1P;07/06/2022;21;0,843;R
ES0022000004433403RW1P;07/06/2022;22;0,577;R
ES0022000004433403RW1P;07/06/2022;23;0,422;R
ES0022000004433403RW1P;07/06/2022;24;0,301;R
ES0022000004433403RW1P;08/06/2022;1;0,233;R
ES0022000004433403RW1P;08/06/2022;2;0,120;R
ES0022000004433403RW1P;08/06/2022;3;0,137;R
ES0022000004433403RW1P;08/06/2022;4;0,130;R
ES0022000004433403RW1P;08/06/2022;5;0,118;R
ES0022000004433403RW1P;08/06/2022;6;0,118;R
ES0022000004433403RW1P;08/06/2022;7;0,245;R
ES0022000004433403RW1P;08/06/2022;8;0,193;R
ES0022000004433403RW1P;08/06/2022;9;0,180;R
ES0022000004433403RW1P;08/06/2022;10;0,227;R
ES0022000004433403RW1P;08/06/2022;11;0,120;R
ES0022000004433403RW1P;08/06/2022;12;0,239;R
ES0022000004433403RW1P;08/06/2022;13;0,284;R
ES0022000004433403RW1P;08/06/2022;14;0,278;R
ES0022000004433403RW1P;08/06/2022;15;0,267;R
ES0022000004433403RW1P;08/06/2022;16;0,269;R
ES0022000004433403RW1P;08/06/2022;17;0,363;R
ES0022000004433403RW1P;08/06/2022;18;0,528;R
ES0022000004433403RW1P;08/06/2022;19;0,444;R
ES0022000004433403RW1P;08/06/2022;20;1,010;R
ES0022000004433403RW1P;08/06/2022;21;1,567;R
ES0022000004433403RW1P;08/06/2022;22;0,951;R
ES0022000004433403RW1P;08/06/2022;23;0,549;R
ES0022000004433403RW1P;08/06/2022;24;0,233;R
ES0022000004433403RW1P;09/06/2022;1;0,154;R
ES0022000004433403RW1P;09/06/2022;2;0,121;R
ES0022000004433403RW1P;09/06/2022;3;0,122;R
ES0022000004433403RW1P;09/06/2022;4;0,122;R
ES0022000004433403RW1P;09/06/2022;5;0,124;R
ES0022000004433403RW1P;09/06/2022;6;0,128;R
ES0022000004433403RW1P;09/06/2022;7;0,260;R
ES0022000004433403RW1P;09/06/2022;8;0,172;R
ES0022000004433403RW1P;09/06/2022;9;0,221;R
ES0022000004433403RW1P;09/06/2022;10;0,222;R
ES0022000004433403RW1P;09/06/2022;11;0,221;R
ES0022000004433403RW1P;09/06/2022;12;0,148;R
ES0022000004433403RW1P;09/06/2022;13;0,117;R
ES0022000004433403RW1P;09/06/2022;14;0,128;R
ES0022000004433403RW1P;09/06/2022;15;0,137;R
ES0022000004433403RW1P;09/06/2022;16;0,130;R
ES0022000004433403RW1P;09/06/2022;17;0,171;R
ES0022000004433403RW1P;09/06/2022;18;0,162;R
ES0022000004433403RW1P;09/06/2022;19;0,222;R
ES0022000004433403RW1P;09/06/2022;20;0,209;R
ES0022000004433403RW1P;09/06/2022;21;0,919;R
ES0022000004433403RW1P;09/06/2022;22;0,339;R
ES0022000004433403RW1P;09/06/2022;23;0,351;R
ES0022000004433403RW1P;09/06/2022;24;0,250;R
ES0022000004433403RW1P;10/06/2022;1;0,285;R
ES0022000004433403RW1P;10/06/2022;2;0,264;R
ES0022000004433403RW1P;10/06/2022;3;0,157;R
ES0022000004433403RW1P;10/06/2022;4;0,139;R
ES0022000004433403RW1P;10/06/2022;5;0,126;R
ES0022000004433403RW1P;10/06/2022;6;0,133;R
ES0022000004433403RW1P;10/06/2022;7;0,256;R
ES0022000004433403RW1P;10/06/2022;8;0,253;R
ES0022000004433403RW1P;10/06/2022;9;0,264;R
ES0022000004433403RW1P;10/06/2022;10;0,225;R
ES0022000004433403RW1P;10/06/2022;11;0,210;R
ES0022000004433403RW1P;10/06/2022;12;0,208;R
ES0022000004433403RW1P;10/06/2022;13;0,364;R
ES0022000004433403RW1P;10/06/2022;14;0,327;R
ES0022000004433403RW1P;10/06/2022;15;0,317;R
ES0022000004433403RW1P;10/06/2022;16;0,294;R
ES0022000004433403RW1P;10/06/2022;17;0,279;R
ES0022000004433403RW1P;10/06/2022;18;0,265;R
ES0022000004433403RW1P;10/06/2022;19;0,217;R
ES0022000004433403RW1P;10/06/2022;20;0,202;R
ES0022000004433403RW1P;10/06/2022;21;0,160;R
ES0022000004433403RW1P;10/06/2022;22;0,207;R
ES0022000004433403RW1P;10/06/2022;23;1,153;R
ES0022000004433403RW1P;10/06/2022;24;0,787;R
ES0022000004433403RW1P;11/06/2022;1;0,455;R
ES0022000004433403RW1P;11/06/2022;2;0,201;R
ES0022000004433403RW1P;11/06/2022;3;0,135;R
ES0022000004433403RW1P;11/06/2022;4;0,129;R
ES0022000004433403RW1P;11/06/2022;5;0,157;R
ES0022000004433403RW1P;11/06/2022;6;0,220;R
ES0022000004433403RW1P;11/06/2022;7;0,146;R
ES0022000004433403RW1P;11/06/2022;8;0,163;R
ES0022000004433403RW1P;11/06/2022;9;0,137;R
ES0022000004433403RW1P;11/06/2022;10;0,235;R
ES0022000004433403RW1P;11/06/2022;11;0,363;R
ES0022000004433403RW1P;11/06/2022;12;0,323;R
ES0022000004433403RW1P;11/06/2022;13;0,711;R
ES0022000004433403RW1P;11/06/2022;14;1,661;R
ES0022000004433403RW1P;11/06/2022;15;0,794;R
ES0022000004433403RW1P;11/06/2022;16;0,404;R
ES0022000004433403RW1P;11/06/2022;17;0,386;R
ES0022000004433403RW1P;11/06/2022;18;0,400;R
ES0022000004433403RW1P;11/06/2022;19;0,402;R
ES0022000004433403RW1P;11/06/2022;20;0,455;R
ES0022000004433403RW1P;11/06/2022;21;0,352;R
ES0022000004433403RW1P;11/06/2022;22;0,355;R
ES0022000004433403RW1P;11/06/2022;23;0,749;R
ES0022000004433403RW1P;11/06/2022;24;0,470;R
ES0022000004433403RW1P;12/06/2022;1;0,276;R
ES0022000004433403RW1P;12/06/2022;2;0,205;R
ES0022000004433403RW1P;12/06/2022;3;0,259;R
ES0022000004433403RW1P;12/06/2022;4;0,182;R
ES0022000004433403RW1P;12/06/2022;5;0,172;R
ES0022000004433403RW1P;12/06/2022;6;0,169;R
ES0022000004433403RW1P;12/06/2022;7;0,162;R
ES0022000004433403RW1P;12/06/2022;8;0,169;R
ES0022000004433403RW1P;12/06/2022;9;0,166;R
ES0022000004433403RW1P;12/06/2022;10;0,294;R
ES0022000004433403RW1P;12/06/2022;11;0,456;R
ES0022000004433403RW1P;12/06/2022;12;0,231;R
ES0022000004433403RW1P;12/06/2022;13;0,141;R
ES0022000004433403RW1P;12/06/2022;14;0,140;R
ES0022000004433403RW1P;12/06/2022;15;0,140;R
ES0022000004433403RW1P;12/06/2022;16;0,234;R
ES0022000004433403RW1P;12/06/2022;17;0,230;R
ES0022000004433403RW1P;12/06/2022;18;0,294;R
ES0022000004433403RW1P;12/06/2022;19;0,380;R
ES0022000004433403RW1P;12/06/2022;20;0,360;R
ES0022000004433403RW1P;12/06/2022;21;0,678;R
ES0022000004433403RW1P;12/06/2022;22;0,681;R
ES0022000004433403RW1P;12/06/2022;23;0,371;R
ES0022000004433403RW1P;12/06/2022;24;0,339;R
ES0022000004433403RW1P;13/06/2022;1;0,367;R
ES0022000004433403RW1P;13/06/2022;2;0,278;R
ES0022000004433403RW1P;13/06/2022;3;0,228;R
ES0022000004433403RW1P;13/06/2022;4;0,217;R
ES0022000004433403RW1P;13/06/2022;5;0,217;R
ES0022000004433403RW1P;13/06/2022;6;0,183;R
ES0022000004433403RW1P;13/06/2022;7;0,324;R
ES0022000004433403RW1P;13/06/2022;8;0,232;R
ES0022000004433403RW1P;13/06/2022;9;0,186;R
ES0022000004433403RW1P;13/06/2022;10;0,305;R
ES0022000004433403RW1P;13/06/2022;11;0,274;R
