CUPS;Fecha;Hora;Consumo_KWh;Metodo_obtencion
ES0022000004433403RW1P;03/08/2024;3;0,172;R
ES0022000004433403RW1P;03/08/2024;4;0,139;R
ES0022000004433403RW1P;03/08/2024;5;0,114;R
ES0022000004433403RW1P;03/08/2024;6;0,112;R
ES0022000004433403RW1P;03/08/2024;7;0,111;R
ES0022000004433403RW1P;03/08/2024;8;0,122;R
ES0022000004433403RW1P;03/08/2024;9;0,126;R
ES0022000004433403RW1P;03/08/2024;10;0,126;R
ES0022000004433403RW1P;03/08/2024;11;0,271;R
ES0022000004433403RW1P;03/08/2024;12;0,353;R
ES0022000004433403RW1P;03/08/2024;13;0,772;R
ES0022000004433403RW1P;03/08/2024;14;1,701;R
ES0022000004433403RW1P;03/08/2024;15;1,450;R
ES0022000004433403RW1P;03/08/2024;16;0,359;R
ES0022000004433403RW1P;03/08/2024;17;0,405;R
ES0022000004433403RW1P;03/08/2024;18;0,293;R
ES0022000004433403RW1P;03/08/2024;19;0,166;R
ES0022000004433403RW1P;03/08/2024;20;0,143;R
ES0022000004433403RW1P;03/08/2024;21;0,146;R
ES0022000004433403RW1P;03/08/2024;22;0,150;R
ES0022000004433403RW1P;03/08/2024;23;0,397;R
ES0022000004433403RW1P;03/08/2024;24;0,359;R
ES0022000004433403RW1P;04/08/2024;1;0,460;R
ES0022000004433403RW1P;04/08/2024;2;0,286;R
ES0022000004433403RW1P;04/08/2024;3;0,179;R
ES0022000004433403RW1P;04/08/2024;4;0,155;R
ES0022000004433403RW1P;04/08/2024;5;0,163;R
ES0022000004433403RW1P;04/08/2024;6;0,163;R
ES0022000004433403RW1P;04/08/2024;7;0,146;R
ES0022000004433403RW1P;04/08/2024;8;0,242;R
ES0022000004433403RW1P;04/08/2024;9;0,175;R
ES0022000004433403RW1P;04/08/2024;10;0,186;R
ES0022000004433403RW1P;04/08/2024;11;0,293;R
ES0022000004433403RW1P;04/08/2024;12;0,285;R
ES0022000004433403RW1P;04/08/2024;13;0,267;R
ES0022000004433403RW1P;04/08/2024;14;0,705;R
ES0022000004433403RW1P;04/08/2024;15;1,336;R
ES0022000004433403RW1P;04/08/2024;16;0,722;R
ES0022000004433403RW1P;04/08/2024;17;0,305;R
ES0022000004433403RW1P;04/08/2024;18;0,354;R
ES0022000004433403RW1P;04/08/2024;19;0,414;R
ES0022000004433403RW1P;04/08/2024;20;0,341;R
ES0022000004433403RW1P;04/08/2024;21;1,175;R
ES0022000004433403RW1P;04/08/2024;22;0,488;R
ES0022000004433403RW1P;04/08/2024;23;0,468;R
ES0022000004433403RW1P;04/08/2024;24;0,441;R
ES0022000004433403RW1P;05/08/2024;1;0,246;R
ES0022000004433403RW1P;05/08/2024;2;0,210;R
ES0022000004433403RW1P;05/08/2024;3;0,159;R
ES0022000004433403RW1P;05/08/2024;4;0,162;R
ES0022000004433403RW1P;05/08/2024;5;0,156;R
ES0022000004433403RW1P;05/08/2024;6;0,152;R
ES0022000004433403RW1P;05/08/2024;7;0,154;R
ES0022000004433403RW1P;05/08/2024;8;0,148;R
ES0022000004433403RW1P;05/08/2024;9;0,347;R
ES0022000004433403RW1P;05/08/2024;10;0,239;R
ES0022000004433403RW1P;05/08/2024;11;0,124;R
ES0022000004433403RW1P;05/08/2024;12;0,138;R
ES0022000004433403RW1P;05/08/2024;13;0,272;R
ES0022000004433403RW1P;05/08/2024;14;2,050;R
ES0022000004433403RW1P;05/08/2024;15;0,497;R
ES0022000004433403RW1P;05/08/2024;16;0,406;R
ES0022000004433403RW1P;05/08/2024;17;0,334;R
ES0022000004433403RW1P;05/08/2024;18;0,388;R
ES0022000004433403RW1P;05/08/2024;19;0,240;R
ES0022000004433403RW1P;05/08/2024;20;0,660;R
ES0022000004433403RW1P;05/08/2024;21;0,736;R
ES0022000004433403RW1P;05/08/2024;22;1,282;R
ES0022000004433403RW1P;05/08/2024;23;0,405;R
ES0022000004433403RW1P;05/08/2024;24;0,414;R
ES0022000004433403RW1P;06/08/2024;1;0,368;R
ES0022000004433403RW1P;06/08/2024;2;0,212;R
ES0022000004433403RW1P;06/08/2024;3;0,124;R
ES0022000004433403RW1P;06/08/2024;4;0,131;R
ES0022000004433403RW1P;06/08/2024;5;0,190;R
ES0022000004433403RW1P;06/08/2024;6;0,169;R
ES0022000004433403RW1P;06/08/2024;7;0,122;R
ES0022000004433403RW1P;06/08/2024;8;0,127;R
ES0022000004433403RW1P;06/08/2024;9;0,131;R
ES0022000004433403RW1P;06/08/2024;10;0,267;R
ES0022000004433403RW1P;06/08/2024;11;0,321;R
ES0022000004433403RW1P;06/08/2024;12;0,202;R
ES0022000004433403RW1P;06/08/2024;13;0,232;R
ES0022000004433403RW1P;06/08/2024;14;0,777;R
ES0022000004433403RW1P;06/08/2024;15;0,445;R
ES0022000004433403RW1P;06/08/2024;16;0,382;R
ES0022000004433403RW1P;06/08/2024;17;0,345;R
ES0022000004433403RW1P;06/08/2024;18;0,473;R
ES0022000004433403RW1P;06/08/2024;19;0,569;R
ES0022000004433403RW1P;06/08/2024;20;0,424;R
ES0022000004433403RW1P;06/08/2024;21;0,683;R
ES0022000004433403RW1P;06/08/2024;22;1,233;R
ES0022000004433403RW1P;06/08/2024;23;0,964;R
ES0022000004433403RW1P;06/08/2024;24;0,402;R
ES0022000004433403RW1P;07/08/2024;1;0,251;R
ES0022000004433403RW1P;07/08/2024;2;0,249;R
ES0022000004433403RW1P;07/08/2024;3;0,158;R
ES0022000004433403RW1P;07/08/2024;4;0,127;R
ES0022000004433403RW1P;07/08/2024;5;0,123;R
ES0022000004433403RW1P;07/08/2024;6;0,116;R
ES0022000004433403RW1P;07/08/2024;7;0,122;R
ES0022000004433403RW1P;07/08/2024;8;0,210;R
ES0022000004433403RW1P;07/08/2024;9;0,771;R
ES0022000004433403RW1P;07/08/2024;10;0,742;R
ES0022000004433403RW1P;07/08/2024;11;0,280;R
ES0022000004433403RW1P;07/08/2024;12;0,140;R
ES0022000004433403RW1P;07/08/2024;13;0,159;R
ES0022000004433403RW1P;07/08/2024;14;0,752;R
ES0022000004433403RW1P;07/08/2024;15;0,664;R
ES0022000004433403RW1P;07/08/2024;16;0,449;R
ES0022000004433403RW1P;07/08/2024;17;0,465;R
