CUPS;Fecha;Hora;Consumo_KWh;Metodo_obtencion
ES0022000004433403RW1P;12/01/2023;10;0,451;R
ES0022000004433403RW1P;12/01/2023;11;0,407;R
ES0022000004433403RW1P;12/01/2023;12;0,401;R
ES0022000004433403RW1P;12/01/2023;13;0,525;R
ES0022000004433403RW1P;12/01/2023;14;0,200;R
ES0022000004433403RW1P;12/01/2023;15;0,192;R
ES0022000004433403RW1P;12/01/2023;16;0,344;R
ES0022000004433403RW1P;12/01/2023;17;0,290;R
ES0022000004433403RW1P;12/01/2023;18;0,470;R
ES0022000004433403RW1P;12/01/2023;19;1,042;R
ES0022000004433403RW1P;12/01/2023;20;0,871;R
ES0022000004433403RW1P;12/01/2023;21;0,803;R
ES0022000004433403RW1P;12/01/2023;22;0,722;R
ES0022000004433403RW1P;12/01/2023;23;0,200;R
ES0022000004433403RW1P;12/01/2023;24;0,135;R
ES0022000004433403RW1P;13/01/2023;1;0,206;R
ES0022000004433403RW1P;13/01/2023;2;0,087;R
ES0022000004433403RW1P;13/01/2023;3;0,107;R
ES0022000004433403RW1P;13/01/2023;4;0,088;R
ES0022000004433403RW1P;13/01/2023;5;0,070;R
ES0022000004433403RW1P;13/01/2023;6;0,103;R
ES0022000004433403RW1P;13/01/2023;7;0,083;R
ES0022000004433403RW1P;13/01/2023;8;0,179;R
ES0022000004433403RW1P;13/01/2023;9;0,357;R
ES0022000004433403RW1P;13/01/2023;10;0,286;R
ES0022000004433403RW1P;13/01/2023;11;0,613;R
ES0022000004433403RW1P;13/01/2023;12;0,371;R
ES0022000004433403RW1P;13/01/2023;13;0,329;R
ES0022000004433403RW1P;13/01/2023;14;0,979;R
ES0022000004433403RW1P;13/01/2023;15;0,293;R
ES0022000004433403RW1P;13/01/2023;16;0,230;R
ES0022000004433403RW1P;13/01/2023;17;0,241;R
ES0022000004433403RW1P;13/01/2023;18;0,233;R
ES0022000004433403RW1P;13/01/2023;19;0,290;R
ES0022000004433403RW1P;13/01/2023;20;0,238;R
ES0022000004433403RW1P;13/01/2023;21;0,231;R
ES0022000004433403RW1P;13/01/2023;22;1,060;R
ES0022000004433403RW1P;13/01/2023;23;0,281;R
ES0022000004433403RW1P;13/01/2023;24;0,204;R
ES0022000004433403RW1P;14/01/2023;1;0,227;R
ES0022000004433403RW1P;14/01/2023;2;0,161;R
ES0022000004433403RW1P;14/01/2023;3;0,203;R
ES0022000004433403RW1P;14/01/2023;4;0,093;R
ES0022000004433403RW1P;14/01/2023;5;0,087;R
ES0022000004433403RW1P;14/01/2023;6;0,071;R
ES0022000004433403RW1P;14/01/2023;7;0,102;R
ES0022000004433403RW1P;14/01/2023;8;0,100;R
ES0022000004433403RW1P;14/01/2023;9;0,078;R
ES0022000004433403RW1P;14/01/2023;10;0,190;R
ES0022000004433403RW1P;14/01/2023;11;0,160;R
ES0022000004433403RW1P;14/01/2023;12;0,223;R
ES0022000004433403RW1P;14/01/2023;13;1,064;R
ES0022000004433403RW1P;14/01/2023;14;1,230;R
ES0022000004433403RW1P;14/01/2023;15;0,392;R
ES0022000004433403RW1P;14/01/2023;16;0,389;R
ES0022000004433403RW1P;14/01/2023;17;0,234;R
ES0022000004433403RW1P;14/01/2023;18;0,307;R
ES0022000004433403RW1P;14/01/2023;19;1,264;R
ES0022000004433403RW1P;14/01/2023;20;1,569;R
ES0022000004433403RW1P;14/01/2023;21;1,287;R
ES0022000004433403RW1P;14/01/2023;22;0,471;R
ES0022000004433403RW1P;14/01/2023;23;0,344;R
ES0022000004433403RW1P;14/01/2023;24;0,385;R
ES0022000004433403RW1P;15/01/2023;1;0,106;R
ES0022000004433403RW1P;15/01/2023;2;0,175;R
ES0022000004433403RW1P;15/01/2023;3;0,076;R
ES0022000004433403RW1P;15/01/2023;4;0,212;R
ES0022000004433403RW1P;15/01/2023;5;0,086;R
ES0022000004433403RW1P;15/01/2023;6;0,114;R
ES0022000004433403RW1P;15/01/2023;7;0,064;R
ES0022000004433403RW1P;15/01/2023;8;0,096;R
ES0022000004433403RW1P;15/01/2023;9;0,154;R
ES0022000004433403RW1P;15/01/2023;10;0,322;R
ES0022000004433403RW1P;15/01/2023;11;0,217;R
ES0022000004433403RW1P;15/01/2023;12;0,197;R
ES0022000004433403RW1P;15/01/2023;13;0,121;R
ES0022000004433403RW1P;15/01/2023;14;0,211;R
ES0022000004433403RW1P;15/01/2023;15;0,654;R
ES0022000004433403RW1P;15/01/2023;16;0,228;R
ES0022000004433403RW1P;15/01/2023;17;0,328;R
ES0022000004433403RW1P;15/01/2023;18;0,916;R
ES0022000004433403RW1P;15/01/2023;19;1,165;R
ES0022000004433403RW1P;15/01/2023;20;0,755;R
ES0022000004433403RW1P;15/01/2023;21;0,793;R
ES0022000004433403RW1P;15/01/2023;22;1,111;R
ES0022000004433403RW1P;15/01/2023;23;0,725;R
ES0022000004433403RW1P;15/01/2023;24;0,158;R
ES0022000004433403RW1P;16/01/2023;1;0,095;R
ES0022000004433403RW1P;16/01/2023;2;0,107;R
ES0022000004433403RW1P;16/01/2023;3;0,102;R
ES0022000004433403RW1P;16/01/2023;4;0,054;R
ES0022000004433403RW1P;16/01/2023;5;0,203;R
ES0022000004433403RW1P;16/01/2023;6;0,083;R
ES0022000004433403RW1P;16/01/2023;7;0,132;R
ES0022000004433403RW1P;16/01/2023;8;0,241;R
ES0022000004433403RW1P;16/01/2023;9;0,158;R
ES0022000004433403RW1P;16/01/2023;10;0,194;R
ES0022000004433403RW1P;16/01/2023;11;0,227;R
ES0022000004433403RW1P;16/01/2023;12;0,208;R
ES0022000004433403RW1P;16/01/2023;13;0,225;R
ES0022000004433403RW1P;16/01/2023;14;1,259;R
ES0022000004433403RW1P;16/01/2023;15;0,410;R
ES0022000004433403RW1P;16/01/2023;16;0,253;R
ES0022000004433403RW1P;16/01/2023;17;0,242;R
ES0022000004433403RW1P;16/01/2023;18;0,286;R
ES0022000004433403RW1P;16/01/2023;19;0,259;R
ES0022000004433403RW1P;16/01/2023;20;0,309;R
ES0022000004433403RW1P;16/01/2023;21;0,841;R
ES0022000004433403RW1P;16/01/2023;22;0,513;R
ES0022000004433403RW1P;16/01/2023;23;0,126;R
ES0022000004433403RW1P;16/01/2023;24;0,236;R
ES0022000004433403RW1P;17/01/2023;1;0,158;R
ES0022000004433403RW1P;17/01/2023;2;0,092;R
ES0022000004433403RW1P;17/01/2023;3;0,103;R
ES0022000004433403RW1P;17/01/2023;4;0,103;R
ES0022000004433403RW1P;17/01/2023;5;0,079;R
ES0022000004433403RW1P;17/01/2023;6;0,080;R
ES0022000004433403RW1P;17/01/2023;7;0,117;R
ES0022000004433403RW1P;17/01/2023;8;0,223;R
ES0022000004433403RW1P;17/01/2023;9;0,165;R
ES0022000004433403RW1P;17/01/2023;10;0,208;R
ES0022000004433403RW1P;17/01/2023;11;0,665;R
ES0022000004433403RW1P;17/01/2023;12;0,793;R
ES0022000004433403RW1P;17/01/2023;13;0,312;R
ES0022000004433403RW1P;17/01/2023;14;0,643;R
ES0022000004433403RW1P;17/01/2023;15;0,801;R
ES0022000004433403RW1P;17/01/2023;16;0,135;R
ES0022000004433403RW1P;17/01/2023;17;0,443;R
ES0022000004433403RW1P;17/01/2023;18;0,470;R
ES0022000004433403RW1P;17/01/2023;19;0,267;R
ES0022000004433403RW1P;17/01/2023;20;0,235;R
ES0022000004433403RW1P;17/01/2023;21;1,859;R
ES0022000004433403RW1P;17/01/2023;22;0,913;R
ES0022000004433403RW1P;17/01/2023;23;0,224;R
ES0022000004433403RW1P;17/01/2023;24;0,084;R
ES0022000004433403RW1P;18/01/2023;1;0,082;R
ES0022000004433403RW1P;18/01/2023;2;0,045;R
ES0022000004433403RW1P;18/01/2023;3;0,046;R
ES0022000004433403RW1P;18/01/2023;4;0,060;R
ES0022000004433403RW1P;18/01/2023;5;0,061;R
ES0022000004433403RW1P;18/01/2023;6;0,059;R
ES0022000004433403RW1P;18/01/2023;7;0,052;R
ES0022000004433403RW1P;18/01/2023;8;0,131;R
ES0022000004433403RW1P;18/01/2023;9;0,336;R
ES0022000004433403RW1P;18/01/2023;10;0,283;R
ES0022000004433403RW1P;18/01/2023;11;0,648;R
ES0022000004433403RW1P;18/01/2023;12;1,079;R
ES0022000004433403RW1P;18/01/2023;13;2,054;R
ES0022000004433403RW1P;18/01/2023;14;0,991;R
ES0022000004433403RW1P;18/01/2023;15;0,773;R
ES0022000004433403RW1P;18/01/2023;16;0,841;R
ES0022000004433403RW1P;18/01/2023;17;0,150;R
ES0022000004433403RW1P;18/01/2023;18;0,152;R
ES0022000004433403RW1P;18/01/2023;19;0,198;R
ES0022000004433403RW1P;18/01/2023;20;0,121;R
ES0022000004433403RW1P;18/01/2023;21;0,210;R
ES0022000004433403RW1P;18/01/2023;22;0,651;R
ES0022000004433403RW1P;18/01/2023;23;0,478;R
ES0022000004433403RW1P;18/01/2023;24;0,175;R
ES0022000004433403RW1P;19/01/2023;1;0,116;R
ES0022000004433403RW1P;19/01/2023;2;0,053;R
ES0022000004433403RW1P;19/01/2023;3;0,094;R
ES0022000004433403RW1P;19/01/2023;4;0,052;R
ES0022000004433403RW1P;19/01/2023;5;0,091;R
ES0022000004433403RW1P;19/01/2023;6;0,088;R
ES0022000004433403RW1P;19/01/2023;7;0,067;R
ES0022000004433403RW1P;19/01/2023;8;0,183;R
ES0022000004433403RW1P;19/01/2023;9;0,103;R
ES0022000004433403RW1P;19/01/2023;10;0,193;R
ES0022000004433403RW1P;19/01/2023;11;1,718;R
ES0022000004433403RW1P;19/01/2023;12;1,625;R
ES0022000004433403RW1P;19/01/2023;13;1,007;R
ES0022000004433403RW1P;19/01/2023;14;0,582;R
ES0022000004433403RW1P;19/01/2023;15;0,931;R
ES0022000004433403RW1P;19/01/2023;16;0,622;R
ES0022000004433403RW1P;19/01/2023;17;0,581;R
ES0022000004433403RW1P;19/01/2023;18;0,540;R
ES0022000004433403RW1P;19/01/2023;19;0,499;R
ES0022000004433403RW1P;19/01/2023;20;0,422;R
ES0022000004433403RW1P;19/01/2023;21;0,309;R
ES0022000004433403RW1P;19/01/2023;22;0,326;R
ES0022000004433403RW1P;19/01/2023;23;0,198;R
ES0022000004433403RW1P;19/01/2023;24;0,138;R
ES0022000004433403RW1P;20/01/2023;1;0,107;R
ES0022000004433403RW1P;20/01/2023;2;0,106;R
ES0022000004433403RW1P;20/01/2023;3;0,060;R
ES0022000004433403RW1P;20/01/2023;4;0,208;R
ES0022000004433403RW1P;20/01/2023;5;0,068;R
ES0022000004433403RW1P;20/01/2023;6;0,098;R
ES0022000004433403RW1P;20/01/2023;7;0,097;R
ES0022000004433403RW1P;20/01/2023;8;0,178;R
ES0022000004433403RW1P;20/01/2023;9;0,314;R
ES0022000004433403RW1P;20/01/2023;10;0,295;R
ES0022000004433403RW1P;20/01/2023;11;1,117;R
ES0022000004433403RW1P;20/01/2023;12;1,209;R
ES0022000004433403RW1P;20/01/2023;13;0,334;R
ES0022000004433403RW1P;20/01/2023;14;1,183;R
ES0022000004433403RW1P;20/01/2023;15;0,566;R
ES0022000004433403RW1P;20/01/2023;16;0,968;R
ES0022000004433403RW1P;20/01/2023;17;0,842;R
ES0022000004433403RW1P;20/01/2023;18;0,313;R
ES0022000004433403RW1P;20/01/2023;19;0,283;R
ES0022000004433403RW1P;20/01/2023;20;0,304;R
ES0022000004433403RW1P;20/01/2023;21;0,305;R
ES0022000004433403RW1P;20/01/2023;22;0,608;R
ES0022000004433403RW1P;20/01/2023;23;0,592;R
ES0022000004433403RW1P;20/01/2023;24;0,361;R
ES0022000004433403RW1P;21/01/2023;1;0,242;R
ES0022000004433403RW1P;21/01/2023;2;0,099;R
ES0022000004433403RW1P;21/01/2023;3;0,095;R
ES0022000004433403RW1P;21/01/2023;4;0,105;R
ES0022000004433403RW1P;21/01/2023;5;0,081;R
ES0022000004433403RW1P;21/01/2023;6;0,077;R
ES0022000004433403RW1P;21/01/2023;7;0,102;R
ES0022000004433403RW1P;21/01/2023;8;0,095;R
ES0022000004433403RW1P;21/01/2023;9;0,069;R
ES0022000004433403RW1P;21/01/2023;10;0,181;R
ES0022000004433403RW1P;21/01/2023;11;0,478;R
ES0022000004433403RW1P;21/01/2023;12;0,295;R
ES0022000004433403RW1P;21/01/2023;13;0,206;R
ES0022000004433403RW1P;21/01/2023;14;0,410;R
ES0022000004433403RW1P;21/01/2023;15;1,208;R
ES0022000004433403RW1P;21/01/2023;16;1,223;R
ES0022000004433403RW1P;21/01/2023;17;1,269;R
